Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8
126230371.428571,25799986,26173860.4285714,26170945.7142857,26023687.2857143,10846930.5714286,18566496.1428571,25392242.5714286
11235.229033205,5079.36866155628,5116.03952570457,5115.75465735855,5101.34171426638,3293.46786403459,4308.88571940092,5039.07159816454
